"Time of Day","Process Name","PID","Operation","Path","Result","Detail","TID","Parent PID"
"8:35:21.8194705 AM","conhost.exe","3116","QueryStandardInformationFile","C:\Windows\WindowsShell.Manifest","SUCCESS","AllocationSize: 4,096, EndOfFile: 749, NumberOfLinks: 1, DeletePending: False, Directory: False","1436","384"
"8:35:21.8194834 AM","conhost.exe","3116","QueryBasicInformationFile","C:\Windows\WindowsShell.Manifest","SUCCESS","CreationTime: 7/13/2009 8:41:57 PM, LastAccessTime: 7/13/2009 8:41:57 PM, LastWriteTime: 7/13/2009 8:41:57 PM, ChangeTime: 9/21/2015 11:11:59 AM, FileAttributes: RHA","1436","384"
"8:35:21.8196355 AM","conhost.exe","3116","CloseFile","C:\Windows\WindowsShell.Manifest","SUCCESS","","1436","384"
"8:35:21.8212532 AM","conhost.exe","3116","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value","1436","384"
"8:35:21.8212902 AM","conhost.exe","3116","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","1436","384"
"8:35:21.8213093 AM","conhost.exe","3116","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","Desired Access: Query Value","1436","384"
"8:35:21.8213350 AM","conhost.exe","3116","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\TurnOffSPIAnimations","NAME NOT FOUND","Length: 144","1436","384"
"8:35:21.8213469 AM","conhost.exe","3116","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","","1436","384"
"8:38:47.9190192 AM","conhost.exe","3772","Thread Exit","","SUCCESS","Thread ID: 3676, User Time: 0.0625000, Kernel Time: 0.5468750","3676","384"
"8:38:47.9194004 AM","conhost.exe","3772","Thread Exit","","SUCCESS","Thread ID: 3652, User Time: 0.0000000, Kernel Time: 0.2968750","3652","384"
"8:38:47.9262563 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\conhost.exe","SUCCESS","Name: \Windows\System32\conhost.exe","3652","384"
"8:38:47.9263351 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\dwmapi.dll","SUCCESS","Name: \Windows\System32\dwmapi.dll","3652","384"
"8:38:47.9264587 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\uxtheme.dll","SUCCESS","Name: \Windows\System32\uxtheme.dll","3652","384"
"8:38:47.9265632 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d\comctl32.dll","SUCCESS","Name: \Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d\comctl32.dll","3652","384"
"8:38:47.9266829 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\cryptbase.dll","SUCCESS","Name: \Windows\System32\cryptbase.dll","3652","384"
"8:38:47.9267663 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll","3652","384"
"8:38:47.9268389 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\user32.dll","SUCCESS","Name: \Windows\System32\user32.dll","3652","384"
"8:38:47.9268993 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\usp10.dll","SUCCESS","Name: \Windows\System32\usp10.dll","3652","384"
"8:38:47.9269597 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","Name: \Windows\System32\imm32.dll","3652","384"
"8:38:47.9271103 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\lpk.dll","SUCCESS","Name: \Windows\System32\lpk.dll","3652","384"
"8:38:47.9271666 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\advapi32.dll","SUCCESS","Name: \Windows\System32\advapi32.dll","3652","384"
"8:38:47.9273517 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\shlwapi.dll","SUCCESS","Name: \Windows\System32\shlwapi.dll","3652","384"
"8:38:47.9295950 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\oleaut32.dll","SUCCESS","Name: \Windows\System32\oleaut32.dll","3652","384"
"8:38:47.9307662 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\gdi32.dll","SUCCESS","Name: \Windows\System32\gdi32.dll","3652","384"
"8:38:47.9308664 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","Name: \Windows\System32\kernel32.dll","3652","384"
"8:38:47.9309518 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\ole32.dll","SUCCESS","Name: \Windows\System32\ole32.dll","3652","384"
"8:38:47.9310308 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\rpcrt4.dll","SUCCESS","Name: \Windows\System32\rpcrt4.dll","3652","384"
"8:38:47.9311927 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\msctf.dll","SUCCESS","Name: \Windows\System32\msctf.dll","3652","384"
"8:38:47.9313191 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\msvcrt.dll","SUCCESS","Name: \Windows\System32\msvcrt.dll","3652","384"
"8:38:47.9314426 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","Name: \Windows\System32\ntdll.dll","3652","384"
"8:38:47.9315262 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\sechost.dll","SUCCESS","Name: \Windows\System32\sechost.dll","3652","384"
"8:38:47.9316368 AM","conhost.exe","3772","QueryNameInformationFile","C:\Windows\System32\apisetschema.dll","SUCCESS","Name: \Windows\System32\apisetschema.dll","3652","384"
"8:38:47.9318543 AM","conhost.exe","3772","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.0625000 seconds, Kernel Time: 0.8437500 seconds, Private Bytes: 1,011,712, Peak Private Bytes: 1,032,192, Working Set: 4,173,824, Peak Working Set: 4,251,648","3652","384"
"8:38:47.9318918 AM","conhost.exe","3772","CloseFile","C:\Windows\System32","SUCCESS","","3652","384"
"8:38:47.9319766 AM","conhost.exe","3772","CloseFile","C:\Windows\System32\en-US\conhost.exe.mui","SUCCESS","","3652","384"
"8:38:47.9320058 AM","conhost.exe","3772","RegCloseKey","HKLM","SUCCESS","","3652","384"
"8:38:47.9320128 AM","conhost.exe","3772","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","","3652","384"
"8:38:47.9320184 AM","conhost.exe","3772","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","3652","384"
"8:38:47.9321318 AM","conhost.exe","3772","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Locale","SUCCESS","","3652","384"
"8:38:47.9321382 AM","conhost.exe","3772","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Locale\Alternate Sorts","SUCCESS","","3652","384"
"8:38:47.9321429 AM","conhost.exe","3772","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Language Groups","SUCCESS","","3652","384"
"8:38:47.9321553 AM","conhost.exe","3772","CloseFile","C:\Windows\System32\en-US\user32.dll.mui","SUCCESS","","3652","384"
"8:38:47.9321884 AM","conhost.exe","3772","CloseFile","C:\Windows\Fonts\StaticCache.dat","SUCCESS","","3652","384"
"8:38:47.9322159 AM","conhost.exe","3772","CloseFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d","SUCCESS","","3652","384"
"8:38:47.9322516 AM","conhost.exe","3772","RegCloseKey","HKCU","SUCCESS","","3652","384"
"8:38:51.3606678 AM","conhost.exe","3116","Thread Exit","","SUCCESS","Thread ID: 1436, User Time: 0.0156250, Kernel Time: 0.0156250","1436","384"
"8:38:51.3609112 AM","conhost.exe","3116","Thread Exit","","SUCCESS","Thread ID: 1000, User Time: 0.0000000, Kernel Time: 0.0312500","1000","384"
"8:38:51.3770781 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\conhost.exe","SUCCESS","Name: \Windows\System32\conhost.exe","1000","384"
"8:38:51.3781557 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\dwmapi.dll","SUCCESS","Name: \Windows\System32\dwmapi.dll","1000","384"
"8:38:51.3782726 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\uxtheme.dll","SUCCESS","Name: \Windows\System32\uxtheme.dll","1000","384"
"8:38:51.3783762 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d\comctl32.dll","SUCCESS","Name: \Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d\comctl32.dll","1000","384"
"8:38:51.3784814 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll","1000","384"
"8:38:51.3785850 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\user32.dll","SUCCESS","Name: \Windows\System32\user32.dll","1000","384"
"8:38:51.3786871 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\usp10.dll","SUCCESS","Name: \Windows\System32\usp10.dll","1000","384"
"8:38:51.3788553 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","Name: \Windows\System32\imm32.dll","1000","384"
"8:38:51.3792070 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\lpk.dll","SUCCESS","Name: \Windows\System32\lpk.dll","1000","384"
"8:38:51.3793061 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\advapi32.dll","SUCCESS","Name: \Windows\System32\advapi32.dll","1000","384"
"8:38:51.3795587 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\shlwapi.dll","SUCCESS","Name: \Windows\System32\shlwapi.dll","1000","384"
"8:38:51.3797164 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\oleaut32.dll","SUCCESS","Name: \Windows\System32\oleaut32.dll","1000","384"
"8:38:51.3808134 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\gdi32.dll","SUCCESS","Name: \Windows\System32\gdi32.dll","1000","384"
"8:38:51.3832864 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","Name: \Windows\System32\kernel32.dll","1000","384"
"8:38:51.3834438 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\ole32.dll","SUCCESS","Name: \Windows\System32\ole32.dll","1000","384"
"8:38:51.3837921 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\rpcrt4.dll","SUCCESS","Name: \Windows\System32\rpcrt4.dll","1000","384"
"8:38:51.3843889 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\msctf.dll","SUCCESS","Name: \Windows\System32\msctf.dll","1000","384"
"8:38:51.3845042 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\msvcrt.dll","SUCCESS","Name: \Windows\System32\msvcrt.dll","1000","384"
"8:38:51.3846094 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","Name: \Windows\System32\ntdll.dll","1000","384"
"8:38:51.3847776 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\sechost.dll","SUCCESS","Name: \Windows\System32\sechost.dll","1000","384"
"8:38:51.3849093 AM","conhost.exe","3116","QueryNameInformationFile","C:\Windows\System32\apisetschema.dll","SUCCESS","Name: \Windows\System32\apisetschema.dll","1000","384"
"8:38:51.3851266 AM","conhost.exe","3116","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.0156250 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 917,504, Peak Private Bytes: 937,984, Working Set: 3,715,072, Peak Working Set: 3,760,128","1000","384"
"8:38:51.3851520 AM","conhost.exe","3116","CloseFile","C:\Windows\System32","SUCCESS","","1000","384"
"8:38:51.3855597 AM","conhost.exe","3116","CloseFile","C:\Windows\System32\en-US\conhost.exe.mui","SUCCESS","","1000","384"
"8:38:51.3856569 AM","conhost.exe","3116","RegCloseKey","HKLM","SUCCESS","","1000","384"
"8:38:51.3856707 AM","conhost.exe","3116","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","","1000","384"
"8:38:51.3856794 AM","conhost.exe","3116","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","1000","384"
"8:38:51.3859592 AM","conhost.exe","3116","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Locale","SUCCESS","","1000","384"
"8:38:51.3859709 AM","conhost.exe","3116","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Locale\Alternate Sorts","SUCCESS","","1000","384"
"8:38:51.3876384 AM","conhost.exe","3116","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Language Groups","SUCCESS","","1000","384"
"8:38:51.3876760 AM","conhost.exe","3116","CloseFile","C:\Windows\System32\en-US\user32.dll.mui","SUCCESS","","1000","384"
"8:38:51.3877421 AM","conhost.exe","3116","CloseFile","C:\Windows\Fonts\StaticCache.dat","SUCCESS","","1000","384"
"8:38:51.3877980 AM","conhost.exe","3116","CloseFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d","SUCCESS","","1000","384"
"8:38:51.3878489 AM","conhost.exe","3116","RegCloseKey","HKCU","SUCCESS","","1000","384"
"8:38:56.8754923 AM","conhost.exe","2076","Process Start","","SUCCESS","Parent PID: 384, Command line: \??\C:\Windows\system32\conhost.exe ""299946427-1771242873-895992027-2081372653849457963-148702842046574260838039847"", Current directory: C:\Windows\system32\, Environment: ;	ComSpec=C:\Windows\system32\cmd.exe;	CYGWIN=mintty;	FP_NO_HOST_CHECK=NO;	NUMBER_OF_PROCESSORS=2;	OS=Windows_NT;	Path=C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files\OpenSSH\bin;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=x86;	PROCESSOR_IDENTIFIER=x86 Family 6 Model 78 Stepping 3, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=4e03;	PSModulePath=C:\Windows\system32\WindowsPowerShell\v1.0\Modules\;	SystemDrive=C:;	SystemRoot=C:\Windows;	TEMP=C:\Windows\TEMP;	TMP=C:\Windows\TEMP;	TOOL_LIST_DIR=C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE;	TOOL_LIST_SHORTCUT=C:\Users\IEUser\Desktop\FLARE.lnk;	USERNAME=SYSTEM;	windir=C:\Windows","2460","384"
"8:38:56.8754971 AM","conhost.exe","2076","Thread Create","","SUCCESS","Thread ID: 3996","2460","384"
"8:38:56.8760516 AM","conhost.exe","2076","Load Image","C:\Windows\System32\conhost.exe","SUCCESS","Image Base: 0x380000, Image Size: 0x45000","3996","384"
"8:38:56.8765436 AM","conhost.exe","2076","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x76f20000, Image Size: 0x142000","3996","384"
"8:38:56.8772239 AM","conhost.exe","2076","CreateFile","C:\Windows\Prefetch\CONHOST.EXE-3218E401.pf","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","3996","384"
"8:38:56.8772904 AM","conhost.exe","2076","QueryStandardInformationFile","C:\Windows\Prefetch\CONHOST.EXE-3218E401.pf","SUCCESS","AllocationSize: 16,384, EndOfFile: 15,330, NumberOfLinks: 1, DeletePending: False, Directory: False","3996","384"
"8:38:56.8773263 AM","conhost.exe","2076","ReadFile","C:\Windows\Prefetch\CONHOST.EXE-3218E401.pf","SUCCESS","Offset: 0, Length: 15,330, Priority: Normal","3996","384"
"8:38:56.8774523 AM","conhost.exe","2076","CloseFile","C:\Windows\Prefetch\CONHOST.EXE-3218E401.pf","SUCCESS","","3996","384"
"8:38:56.8777408 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Read","3996","384"
"8:38:56.8778373 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Read","3996","384"
"8:38:56.8778821 AM","conhost.exe","2076","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\CWDIllegalInDLLSearch","NAME NOT FOUND","Length: 1,024","3996","384"
"8:38:56.8779011 AM","conhost.exe","2076","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","3996","384"
"8:38:56.8785788 AM","conhost.exe","2076","CreateFile","C:\Windows\System32","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","3996","384"
"8:38:56.8794758 AM","conhost.exe","2076","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x75bc0000, Image Size: 0xd5000","3996","384"
"8:38:56.8805255 AM","conhost.exe","2076","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x75070000, Image Size: 0x4b000","3996","384"
"8:38:56.8828932 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value","3996","384"
"8:38:56.8829274 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value","3996","384"
"8:38:56.8830277 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read","3996","384"
"8:38:56.8830465 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8830681 AM","conhost.exe","2076","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value","3996","384"
"8:38:56.8831062 AM","conhost.exe","2076","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80","3996","384"
"8:38:56.8831245 AM","conhost.exe","2076","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","","3996","384"
"8:38:56.8832531 AM","conhost.exe","2076","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value","3996","384"
"8:38:56.8841721 AM","conhost.exe","2076","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x75b70000, Image Size: 0x4e000","3996","384"
"8:38:56.8852362 AM","conhost.exe","2076","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x75590000, Image Size: 0xc9000","3996","384"
"8:38:56.8865196 AM","conhost.exe","2076","Load Image","C:\Windows\System32\lpk.dll","SUCCESS","Image Base: 0x75720000, Image Size: 0xa000","3996","384"
"8:38:56.8875544 AM","conhost.exe","2076","Load Image","C:\Windows\System32\usp10.dll","SUCCESS","Image Base: 0x75660000, Image Size: 0x9d000","3996","384"
"8:38:56.8884458 AM","conhost.exe","2076","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x761c0000, Image Size: 0xac000","3996","384"
"8:38:56.8903656 AM","conhost.exe","2076","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x75700000, Image Size: 0x1f000","3996","384"
"8:38:56.8917039 AM","conhost.exe","2076","Load Image","C:\Windows\System32\msctf.dll","SUCCESS","Image Base: 0x760b0000, Image Size: 0xcc000","3996","384"
"8:38:56.8930257 AM","conhost.exe","2076","Load Image","C:\Windows\System32\ole32.dll","SUCCESS","Image Base: 0x75ca0000, Image Size: 0x15c000","3996","384"
"8:38:56.8943023 AM","conhost.exe","2076","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x75e00000, Image Size: 0xa2000","3996","384"
"8:38:56.8958111 AM","conhost.exe","2076","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x75ae0000, Image Size: 0x8f000","3996","384"
"8:38:56.8970788 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read","3996","384"
"8:38:56.8971151 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8971516 AM","conhost.exe","2076","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read","3996","384"
"8:38:56.8972503 AM","conhost.exe","2076","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20","3996","384"
"8:38:56.8972927 AM","conhost.exe","2076","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","","3996","384"
"8:38:56.8973753 AM","conhost.exe","2076","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read","3996","384"
"8:38:56.8974042 AM","conhost.exe","2076","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\conhost","NAME NOT FOUND","Length: 172","3996","384"
"8:38:56.8974686 AM","conhost.exe","2076","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","","3996","384"
"8:38:56.8974842 AM","conhost.exe","2076","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8979946 AM","conhost.exe","2076","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","3996","384"
"8:38:56.8980374 AM","conhost.exe","2076","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8980598 AM","conhost.exe","2076","RegCloseKey","HKCU","SUCCESS","","3996","384"
"8:38:56.8980780 AM","conhost.exe","2076","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8981179 AM","conhost.exe","2076","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","3996","384"
"8:38:56.8981500 AM","conhost.exe","2076","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8982205 AM","conhost.exe","2076","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","SUCCESS","Desired Access: Read","3996","384"
"8:38:56.8982459 AM","conhost.exe","2076","RegEnumValue","HKCU\Control Panel\Desktop\LanguageConfiguration","NO MORE ENTRIES","Index: 0, Length: 512","3996","384"
"8:38:56.8982630 AM","conhost.exe","2076","RegCloseKey","HKCU\Control Panel\Desktop\LanguageConfiguration","SUCCESS","","3996","384"
"8:38:56.8982770 AM","conhost.exe","2076","RegCloseKey","HKCU","SUCCESS","","3996","384"
"8:38:56.8982942 AM","conhost.exe","2076","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8983326 AM","conhost.exe","2076","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","3996","384"
"8:38:56.8983573 AM","conhost.exe","2076","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8983763 AM","conhost.exe","2076","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read","3996","384"
"8:38:56.8983979 AM","conhost.exe","2076","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12","3996","384"
"8:38:56.8984209 AM","conhost.exe","2076","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS","","3996","384"
"8:38:56.8984345 AM","conhost.exe","2076","RegCloseKey","HKCU","SUCCESS","","3996","384"
"8:38:56.8984510 AM","conhost.exe","2076","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","3996","384"
"8:38:56.8984868 AM","conhost.exe","2076","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","3996","384"
"8:38:56.8985100 AM","conhost.exe","2076","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read","3996","384"
"8:38:56.8986002 AM","conhost.exe","2076","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12","3996","384"
"8:38:56.8986286 AM","conhost.exe","2076","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: en-US","3996","384"
"8:38:56.8986536 AM","conhost.exe","2076","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","","3996","384"
"8:38:56.8986677 AM","conhost.exe","2076","RegCloseKey","HKCU","SUCCESS","","3996","384"
"8:38:56.8990073 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\CMF\Config","REPARSE","Desired Access: Read","3996","384"
"8:38:56.8990312 AM","conhost.exe","2076","RegOpenKey","HKLM\System\CurrentControlSet\Control\CMF\Config","SUCCESS","Desired Access: Read","3996","384"
"8:38:56.8990609 AM","conhost.exe","2076","RegQueryValue","HKLM\System\CurrentControlSet\Control\CMF\Config\SYSTEM","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0","3996","384"
"8:38:56.8990792 AM","conhost.exe","2076","RegCloseKey","HKLM\System\CurrentControlSet\Control\CMF\Config","SUCCESS","","3996","384"
"8:38:56.8995491 AM","conhost.exe","2076","CreateFile","C:\Windows\System32\en-US\conhost.exe.mui","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","3996","384"
"8:38:56.8996236 AM","conhost.exe","2076","CreateFileMapping","C:\Windows\System32\en-US\conhost.exe.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_WRITECOPY","3996","384"
"8:38:56.8996390 AM","conhost.exe","2076","QueryStandardInformationFile","C:\Windows\System32\en-US\conhost.exe.mui","SUCCESS","AllocationSize: 4,096, EndOfFile: 3,584, NumberOfLinks: 2, DeletePending: False, Directory: False","3996","384"
"8:38:56.8996752 AM","conhost.exe","2076","CreateFileMapping","C:\Windows\System32\en-US\conhost.exe.mui","SUCCESS","SyncType: SyncTypeOther","3996","384"
